timestamp,traffic_volume,avg_speed,occupancy,temperature,precipitation,visibility,wind_speed,is_weekend,is_holiday,hour,day_of_week,month,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,is_morning_rush,is_evening_rush,is_rush_hour,is_rainy,is_foggy,is_windy,is_cold,is_hot,weather_severity,traffic_density,is_congested,congestion_score,flow_efficiency,station_A1,station_A2,station_B1,station_B2,station_C1,traffic_volume_norm,avg_speed_norm,occupancy_norm,temperature_norm,precipitation_norm,visibility_norm,wind_speed_norm,traffic_density_norm,congestion_score_norm,flow_efficiency_norm,traffic_volume_ma_3h,avg_speed_ma_3h,occupancy_ma_3h,traffic_volume_lag1,avg_speed_lag1
2023-01-01 00:00:00,85.85756399877917,73.55547532208737,35.21108710463993,3.6739270947874623,1.4159675743037807,7.161806463623294,0.08203533813825666,True,False,0,6,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,1,0,1,1.1672491062775934,0,0.786299522414958,2.4383672479427103,False,False,False,True,False,-0.43626898510127304,-0.08204735447472813,0.28645637673739116,-1.163393465705987,-0.2966644180214453,-0.9372023092952456,-0.9705151189875676,-0.37960710440699724,0.26445120785570303,-0.33359435579826385,85.85756399877917,73.55547532208737,35.21108710463993,85.85756399877917,73.55547532208737
2023-01-01 01:00:00,44.79900987543787,60.48336100412982,21.39925057287352,27.757718207583224,1.3111921001390183,12.714249409776473,3.2573881624374708,True,False,1,6,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0.7406831960230482,0,0.7487358826200443,2.09348489235141,False,False,False,False,True,-1.6394010741270395,-0.8525911285948837,-0.5163473251525751,1.2507723969643518,-0.3479278282203054,0.9556978343657877,0.15674602479575261,-0.9556071819402427,0.0988623150749544,-0.37219781423840065,65.32828693710852,67.0194181631086,28.305168838756725,85.85756399877917,73.55547532208737
2023-01-01 02:00:00,80.32167378849847,73.5652892394137,21.886764771212512,0.9109609557459528,0.831899158485857,10.630853691685685,1.7780242671737925,True,False,2,6,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,1,0,1,1.0918420022145843,0,0.6529808074089428,3.6698740521153166,False,False,True,False,False,-0.5984862695507989,-0.08146886711517817,-0.4880108905118729,-1.4403539534194085,-0.5824310921687652,0.24544108930385697,-0.3684332320998083,-0.48143075402994073,-0.3232473891207122,-0.19574902691179488,70.32608255423851,69.20137518854364,26.16570081624199,44.79900987543787,60.48336100412982
2023-01-01 03:00:00,71.32121004899453,94.47154841453668,44.26153927073689,4.528156447517716,0.38983315047364964,11.614104517463385,10.787037737686795,True,False,3,6,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,1,0,1,0.7549490877517043,0,0.7159111741340098,1.611358520574303,False,False,False,False,True,-0.862225384878146,1.150863367418888,0.8125078171819647,-1.077765279819726,-0.7987203648669352,0.5806441066818031,2.829797449988599,-0.9363436764789569,-0.04583631273984185,-0.42616330436584343,65.48063123764364,76.1733995526934,29.182518204940976,80.32167378849847,73.5652892394137
2023-01-01 04:00:00,69.7596559872534,99.499810583932,15.350102995655035,6.965905402075629,5.601901427853332,15.0,5.128915702733856,True,False,4,6,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,0,0,2,0.701103397853255,0,0.3881178716186119,4.544572206611721,False,False,False,False,True,-0.9079833478786316,1.4472573565648486,-0.8679499564971155,-0.8334046523632271,1.7513840008515094,1.7349399918390151,0.8211447207617949,-1.0090525376672084,-1.4908222172159922,-0.09784209341015505,73.8008466082488,89.17888274596079,27.166135679201478,71.32121004899453,94.47154841453668
2023-01-01 05:00:00,50.70559338642258,94.40457752130001,44.33654211521142,20.03636636177861,0.7598278318577213,7.526730134009959,0.5637482448133355,True,False,5,6,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0.5371094726616691,0,0.7171763632959602,1.14365238748228,False,True,False,False,False,-1.4663214245799971,1.1469157271538473,0.8168673070338717,0.47678195864402,-0.61769337096031,-0.8127950754345532,-0.7995053848886244,-1.2304966600279645,-0.04025907705050546,-0.4785147047152745,63.928819807556835,96.12531217325625,34.64939479386778,69.7596559872534,99.499810583932
2023-01-01 06:00:00,99.3739189676917,53.08712200175846,32.53350724500852,15.330158769348596,3.225802441279877,7.22708749455599,3.8200878231133553,True,False,6,6,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,1.8719025132403584,0,0.9169725955134816,3.054509775561577,False,False,True,False,False,-0.040201448458116164,-1.2885669605498462,0.13082384963107743,0.0050304117603532615,0.5888320010364962,-0.9149471552974089,0.3565063343418179,0.571899819346982,0.8404872258981353,-0.2646281356581931,73.27972278045588,82.33050336899682,30.740050785291658,50.70559338642258,94.40457752130001
2023-01-01 07:00:00,119.49129821795408,76.99774255192881,73.5352722986817,13.32863915837164,2.512968918331585,9.29072218488796,1.9940640578258688,True,False,7,6,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,0,0,0,0,0,1.551880518905944,0,1.1430623956642878,1.6249521196801788,False,False,True,False,False,0.5492948219264316,0.12085919287457449,2.5140238457652466,-0.19560246599777237,0.24006452867046274,-0.21142720206680565,-0.29173836542246034,0.1397680218506243,1.8371414340737224,-0.4246417422168147,89.85693685735612,74.82981402499576,50.13510721963388,99.3739189676917,53.08712200175846
2023-01-01 08:00:00,78.96480555656768,41.937776520735156,28.631164726783048,16.46235279022361,3.1300536953475353,12.46360344925547,0.6212391685407572,True,False,8,6,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,0,0,0,0,0,0,1.8829039168211854,0,0.9637133663390984,2.758001763187029,False,False,True,False,False,-0.6382463571932309,-1.9457719495021997,-0.09599718263850772,0.11852185263502991,0.5419850907468091,0.8702493607336597,-0.7790959097770087,0.5867552242520517,1.0465309567769676,-0.29781694496461264,99.27667424740447,57.340880358140815,44.89998142349109,119.49129821795408,76.99774255192881
2023-01-01 09:00:00,67.5231772548851,74.77740788946817,13.579361389471982,20.912895892934728,5.52189377221812,11.664601720643464,3.5993438762978993,True,False,9,6,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1,0,1,1,0,0,0,0,2,0.9029889943725401,0,0.560582783975734,4.9724851077864685,False,False,False,False,True,-0.9735185179981826,-0.010019791887053524,-0.9708731204995882,0.564645520565351,1.7122387208842973,0.5978592611788477,0.2781414760916635,-0.7364425694244059,-0.7305584611831806,-0.049944839089399576,88.65976034313563,64.57097565404405,38.58193280497891,78.96480555656768,41.937776520735156
2023-01-01 10:00:00,51.300583166310126,74.48323210143417,31.498128454200113,21.682481239413526,1.9529880485980864,7.312934464912683,2.3781573054746326,True,False,10,6,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0.6887534419517879,0,0.7420333453001998,1.6286866571205059,False,False,False,True,False,-1.4488865364766643,-0.027360163647350614,0.07064315431169518,0.6417889679229114,-0.03391685158576909,-0.8856808045943133,-0.15538394510397155,-1.0257289184697258,0.06931603735335362,-0.42422372703414873,65.92952199258764,63.73280550387917,24.569551523485057,67.5231772548851,74.77740788946817
2023-01-01 11:00:00,62.783037045278284,90.53799970900783,13.55731263412047,25.94166835615131,4.564591509146291,12.269658702107447,0.09253417145738699,True,False,11,6,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0.693444040663821,0,0.4391269747334521,4.6309349137773586,False,False,True,False,False,-1.112418070464819,0.9189979329895152,-0.972154689563742,1.068731059049529,1.243860228805349,0.8041310695059869,-0.9667879971492801,-1.0193951136417774,-1.2659627266916176,-0.08817532118247635,60.53559915549116,79.93287989997005,19.544934159264194,51.300583166310126,74.48323210143417
2023-01-01 12:00:00,67.76288181524711,60.013274781581515,13.055575101121267,33.200348127674395,0.36711821948312146,6.396361543320211,3.1203618715021837,True,False,12,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,1.1291315285282928,0,0.6689151757682779,5.1903402263058585,False,False,False,False,True,-0.9664944945123335,-0.8803006485144473,-1.0013178459580776,1.79634312105402,-0.8098340804982777,-1.1981524556826375,0.10810122152662698,-0.43107799603515146,-0.2530051434760249,-0.02555982525094011,60.61550067561185,75.01150219734116,19.370338729813955,62.783037045278284,90.53799970900783
2023-01-01 13:00:00,97.34385954675541,97.5675144905922,54.475372208164664,14.78637627558523,1.9708131644710447,7.486774976953427,3.023467667355807,True,False,13,6,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,0.9977076802385282,0,0.7942343798463221,1.7869333207645781,False,True,False,False,False,-0.09968794729147414,1.33335698144081,1.4061799819077674,-0.04947849537195377,-0.025195571781291805,-0.8264163090547396,0.07370344671679167,-0.6085421228788771,0.2994298271696539,-0.4065108217369188,75.9632594690936,82.70626299372718,27.029419981135472,67.76288181524711,60.013274781581515
2023-01-01 14:00:00,81.75887611053193,58.025378808426666,45.829703458487096,9.789110378690838,2.9592384196463186,9.65362804843243,0.4667531849976847,True,False,14,6,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,1.4090192322818471,0,1.0119479668277427,1.783971270960077,False,False,False,True,False,-0.5563721652190586,-0.9974783925622308,0.9036563050895415,-0.5504058069595122,0.458410441084686,-0.08770786484881823,-0.8339389638069774,-0.05314029593519005,1.2591598216112494,-0.40684237063952833,82.2885391575115,71.86872269353347,37.786883589257684,97.34385954675541,97.5675144905922
2023-01-01 15:00:00,80.07396636054068,69.97317633720233,25.13733219633596,21.135361291851883,0.6339227999440453,8.33970626207434,1.2876803532348973,True,False,15,6,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,0,0,1.1443522990911563,0,0.7131181193694955,3.1854598789426207,False,True,False,False,False,-0.6057447997555104,-0.29320815927645716,-0.29907384682979704,0.5869455135015043,-0.6792948225265586,-0.535640921032621,-0.5425070033809375,-0.4105250994872452,-0.0581487203887551,-0.2499705957996093,86.39223400594267,75.1886898787404,41.81413595432924,81.75887611053193,58.025378808426666
